date,temperature
2024-01-16,13.1
2024-01-17,1.6
2024-01-18,10.8
2024-01-19,12.8
2024-01-20,22.1
2024-01-21,14.4
2024-01-22,29.5
2024-01-23,19.4
2024-01-24,13.6
2024-01-25,24.5
2024-01-26,28.3
2024-01-27,12.5
2024-01-28,23.7
2024-01-29,12.8
2024-01-30,13.9
2024-01-31,27.3
2024-02-01,19.8
2024-02-02,13.6
2024-02-03,17.6
2024-02-04,14.2
2024-02-05,22.4
2024-02-06,2.5
2024-02-07,20.7
2024-02-08,22.4
2024-02-09,11.2
2024-02-10,3.6
2024-02-11,4.2
2024-02-12,25.1
2024-02-13,11.4
2024-02-14,12.1
2024-02-15,7.1
2024-02-16,2.0
2024-02-17,14.8
2024-02-18,12.5
2024-02-19,1.7
2024-02-20,19.3
2024-02-21,0.5
2024-02-22,0.2
2024-02-23,7.1
2024-02-24,27.8
2024-02-25,2.3
2024-02-26,16.7
2024-02-27,18.0
2024-02-28,15.6
2024-02-29,29.1
2024-03-01,10.0
2024-03-02,11.9
2024-03-03,9.8
2024-03-04,12.4
2024-03-05,4.2
2024-03-06,24.4
2024-03-07,12.1
2024-03-08,22.3
2024-03-09,7.6
2024-03-10,22.1
2024-03-11,15.4
2024-03-12,17.1
2024-03-13,27.7
2024-03-14,12.5
2024-03-15,24.6
2024-03-16,2.2
2024-03-17,7.3
2024-03-18,14.2
2024-03-19,20.9
2024-03-20,24.3
2024-03-21,22.8
2024-03-22,16.2
2024-03-23,25.0
2024-03-24,16.5
2024-03-25,6.5
2024-03-26,19.8
2024-03-27,11.9
2024-03-28,26.0
2024-03-29,17.5
2024-03-30,0.6
2024-03-31,21.1
2024-04-01,27.8
2024-04-02,15.2
2024-04-03,7.4
2024-04-04,16.9
2024-04-05,13.5
2024-04-06,2.8
2024-04-07,26.2
2024-04-08,11.2
2024-04-09,3.3
2024-04-10,0.8
2024-04-11,16.1
2024-04-12,8.7
2024-04-13,20.6
2024-04-14,13.5
2024-04-15,24.2
2024-04-16,28.8
2024-04-17,7.4
2024-04-18,4.4
2024-04-19,3.9
2024-04-20,0.3
2024-04-21,9.5
2024-04-22,24.3
2024-04-23,2.8
2024-04-24,1.3
2024-04-25,16.8
2024-04-26,21.5
2024-04-27,24.2
2024-04-28,29.1
2024-04-29,23.3
2024-04-30,26.2
2024-05-01,17.6
2024-05-02,28.3
2024-05-03,15.0
2024-05-04,20.1
2024-05-05,23.3
2024-05-06,29.1
2024-05-07,13.9
2024-05-08,7.1
2024-05-09,11.7
2024-05-10,24.1
2024-05-11,23.4
2024-05-12,9.4
2024-05-13,23.0
2024-05-14,14.7
2024-05-15,15.7
2024-05-16,5.1
2024-05-17,19.8
2024-05-18,7.8
2024-05-19,9.2
2024-05-20,0.2
2024-05-21,29.6
2024-05-22,25.4
2024-05-23,12.2
2024-05-24,1.9
2024-05-25,3.1
2024-05-26,14.8
2024-05-27,27.0
2024-05-28,26.4
2024-05-29,17.7
2024-05-30,4.2
2024-05-31,15.5
2024-06-01,5.3
2024-06-02,7.1
2024-06-03,2.1
2024-06-04,15.1
2024-06-05,4.6
2024-06-06,25.8
2024-06-07,13.3
2024-06-08,1.5
2024-06-09,27.7
2024-06-10,11.5
2024-06-11,24.3
2024-06-12,17.2
2024-06-13,12.4
2024-06-14,9.6
2024-06-15,29.3
2024-06-16,29.3
2024-06-17,9.3
2024-06-18,21.3
2024-06-19,27.9
2024-06-20,16.0
2024-06-21,7.0
2024-06-22,23.4
2024-06-23,8.8
2024-06-24,0.8
2024-06-25,1.0
2024-06-26,4.3
2024-06-27,29.3
2024-06-28,3.5
2024-06-29,3.1
2024-06-30,8.2
2024-07-01,9.9
2024-07-02,3.1
2024-07-03,16.9
2024-07-04,26.5
2024-07-05,17.0
2024-07-06,12.4
2024-07-07,24.7
2024-07-08,6.0
2024-07-09,27.6
2024-07-10,16.7
2024-07-11,12.1
2024-07-12,26.5
2024-07-13,22.6
2024-07-14,20.7
2024-07-15,17.9
2024-07-16,14.9
2024-07-17,7.4
2024-07-18,2.9
2024-07-19,14.6
2024-07-20,18.3
2024-07-21,9.0
2024-07-22,8.5
2024-07-23,6.4
2024-07-24,6.5
2024-07-25,28.4
2024-07-26,27.2
2024-07-27,11.2
2024-07-28,25.9
2024-07-29,22.8
2024-07-30,9.4
2024-07-31,26.2
2024-08-01,13.2
2024-08-02,20.4
2024-08-03,20.4
2024-08-04,27.4
2024-08-05,14.3
2024-08-06,7.1
2024-08-07,27.2
2024-08-08,30.0
2024-08-09,12.0
2024-08-10,14.3
2024-08-11,8.7
2024-08-12,28.4
2024-08-13,8.9
2024-08-14,7.2
2024-08-15,2.8
2024-08-16,0.6
2024-08-17,12.0
2024-08-18,4.3
2024-08-19,1.5
2024-08-20,0.2
2024-08-21,13.0
2024-08-22,27.4
2024-08-23,15.2
2024-08-24,14.7
2024-08-25,20.9
2024-08-26,5.3
2024-08-27,12.8
2024-08-28,5.9
2024-08-29,28.8
2024-08-30,11.8
2024-08-31,4.9
2024-09-01,27.4
2024-09-02,26.7
2024-09-03,20.2
2024-09-04,0.9
2024-09-05,21.9
2024-09-06,3.1
2024-09-07,10.0
2024-09-08,13.9
2024-09-09,17.8
2024-09-10,10.4
2024-09-11,27.9
2024-09-12,12.1
2024-09-13,5.9
2024-09-14,7.0
2024-09-15,11.0
2024-09-16,2.2
2024-09-17,12.2
2024-09-18,29.9
2024-09-19,15.8
2024-09-20,6.3
2024-09-21,13.0
2024-09-22,21.1
2024-09-23,4.7
2024-09-24,0.3
2024-09-25,13.2
2024-09-26,4.6
2024-09-27,25.4
2024-09-28,18.9
2024-09-29,7.7
2024-09-30,25.6
2024-10-01,26.2
2024-10-02,22.9
2024-10-03,7.4
2024-10-04,11.9
2024-10-05,11.9
2024-10-06,17.9
2024-10-07,8.2
2024-10-08,5.8
2024-10-09,8.3
2024-10-10,19.1
2024-10-11,8.1
2024-10-12,5.6
2024-10-13,15.5
2024-10-14,4.4
2024-10-15,10.0
2024-10-16,13.9
2024-10-17,20.2
2024-10-18,17.2
2024-10-19,23.3
2024-10-20,14.7
2024-10-21,16.0
2024-10-22,2.9
2024-10-23,28.7
2024-10-24,22.4
2024-10-25,29.4
2024-10-26,20.5
2024-10-27,24.7
2024-10-28,4.2
2024-10-29,5.7
2024-10-30,27.2
2024-10-31,29.4
2024-11-01,12.4
2024-11-02,22.4
2024-11-03,3.0
2024-11-04,3.8
2024-11-05,23.2
2024-11-06,21.5
2024-11-07,18.3
2024-11-08,0.1
2024-11-09,22.2
2024-11-10,27.9
2024-11-11,8.5
2024-11-12,10.6
2024-11-13,26.2
2024-11-14,27.6
2024-11-15,5.4
2024-11-16,22.1
2024-11-17,16.1
2024-11-18,19.2
2024-11-19,29.5
2024-11-20,17.6
2024-11-21,7.4
2024-11-22,28.0
2024-11-23,11.5
2024-11-24,0.7
2024-11-25,19.2
2024-11-26,0.8
2024-11-27,15.9
2024-11-28,1.2
2024-11-29,17.6
2024-11-30,23.0
2024-12-01,6.8
2024-12-02,22.2
2024-12-03,17.9
2024-12-04,5.5
2024-12-05,3.7
2024-12-06,24.4
2024-12-07,1.7
2024-12-08,16.6
2024-12-09,10.3
2024-12-10,17.7
2024-12-11,29.6
2024-12-12,12.9
2024-12-13,25.8
2024-12-14,0.4
2024-12-15,2.6
2024-12-16,3.8
2024-12-17,5.3
2024-12-18,9.0
2024-12-19,16.8
2024-12-20,3.0
2024-12-21,0.7
2024-12-22,17.5
2024-12-23,8.7
2024-12-24,11.1
2024-12-25,18.7
2024-12-26,7.0
2024-12-27,13.9
2024-12-28,3.3
2024-12-29,7.6
2024-12-30,6.6
2024-12-31,1.7
2025-01-01,15.7
2025-01-02,8.5
2025-01-03,28.4
2025-01-04,29.3
2025-01-05,11.1
2025-01-06,1.9
2025-01-07,13.0
2025-01-08,18.9
2025-01-09,14.7
2025-01-10,26.9
2025-01-11,8.7
2025-01-12,28.6
2025-01-13,23.4
2025-01-14,25.2
2025-01-15,21.5
2025-01-16,6.7
2025-01-17,21.3
2025-01-18,6.0
2025-01-19,8.0
2025-01-20,5.3
2025-01-21,28.2
2025-01-22,26.8
2025-01-23,10.5
2025-01-24,2.8
2025-01-25,19.3
2025-01-26,0.3
2025-01-27,28.0
2025-01-28,8.1
2025-01-29,15.5
2025-01-30,3.4
2025-01-31,19.7
2025-02-01,8.1
2025-02-02,21.7
2025-02-03,18.3
2025-02-04,26.4
2025-02-05,12.4
2025-02-06,24.9
2025-02-07,20.3
2025-02-08,8.6
2025-02-09,2.1
2025-02-10,9.3
2025-02-11,17.9
2025-02-12,23.0
2025-02-13,18.4
2025-02-14,28.6
2025-02-15,2.1
2025-02-16,16.5
2025-02-17,5.7
2025-02-18,3.7
2025-02-19,9.7
2025-02-20,25.8
2025-02-21,25.4
2025-02-22,0.8
2025-02-23,14.5
2025-02-24,29.7
2025-02-25,5.2
2025-02-26,8.8
2025-02-27,11.6
2025-02-28,18.7
2025-03-01,23.4
2025-03-02,4.9
2025-03-03,6.2
2025-03-04,8.1
2025-03-05,13.7
2025-03-06,3.5
2025-03-07,27.0
2025-03-08,26.9
2025-03-09,19.8
2025-03-10,25.6
2025-03-11,15.9
2025-03-12,17.7
2025-03-13,4.1
2025-03-14,9.2
2025-03-15,9.9
2025-03-16,13.3
2025-03-17,5.8
2025-03-18,19.0
2025-03-19,16.2
2025-03-20,0.5
2025-03-21,18.1
2025-03-22,22.5
2025-03-23,1.1
2025-03-24,6.1
2025-03-25,24.0
2025-03-26,5.1
2025-03-27,12.9
2025-03-28,6.2
2025-03-29,19.8
2025-03-30,18.4
2025-03-31,17.3
2025-04-01,13.2
2025-04-02,5.7
2025-04-03,24.3
2025-04-04,27.3
2025-04-05,17.3
2025-04-06,11.1
2025-04-07,22.5
2025-04-08,29.0
2025-04-09,9.2
2025-04-10,11.9
2025-04-11,28.5
2025-04-12,8.2
2025-04-13,16.5
2025-04-14,15.8
2025-04-15,29.4
2025-04-16,28.1
2025-04-17,8.9
2025-04-18,11.8
2025-04-19,1.6
2025-04-20,6.8
2025-04-21,7.1
2025-04-22,4.9
2025-04-23,7.7
2025-04-24,21.3
2025-04-25,5.6
2025-04-26,16.5
2025-04-27,4.9
2025-04-28,7.6
2025-04-29,27.2
2025-04-30,29.1
2025-05-01,12.0
2025-05-02,6.3
2025-05-03,12.3
2025-05-04,2.9
2025-05-05,18.6
2025-05-06,8.8
2025-05-07,2.4
2025-05-08,20.4
2025-05-09,0.9
2025-05-10,23.1
2025-05-11,7.3
2025-05-12,27.5
2025-05-13,14.1
2025-05-14,22.3
2025-05-15,16.7
2025-05-16,12.3
2025-05-17,19.1
2025-05-18,7.2
2025-05-19,27.7
2025-05-20,28.5
2025-05-21,16.8
2025-05-22,0.8
2025-05-23,29.4
2025-05-24,11.7
2025-05-25,2.4
2025-05-26,16.4
2025-05-27,9.5
2025-05-28,11.5
2025-05-29,25.8
2025-05-30,11.9
2025-05-31,28.2
2025-06-01,2.8
2025-06-02,1.5
2025-06-03,30.0
2025-06-04,18.3
2025-06-05,25.9
2025-06-06,1.4
2025-06-07,6.3
2025-06-08,9.2
