date,temperature
2024-10-13,5.7
2024-10-14,-2.7
2024-10-15,24.2
2024-10-16,6.3
2024-10-17,22.2
2024-10-18,22.0
2024-10-19,0.2
2024-10-20,-14.2
2024-10-21,-1.6
2024-10-22,6.6
2024-10-23,18.5
2024-10-24,-14.8
2024-10-25,7.6
2024-10-26,2.2
2024-10-27,-1.5
2024-10-28,13.0
2024-10-29,18.8
2024-10-30,-2.9
2024-10-31,-10.1
2024-11-01,2.0
2024-11-02,19.3
2024-11-03,-7.7
2024-11-04,7.8
2024-11-05,1.9
2024-11-06,-0.6
2024-11-07,-9.6
2024-11-08,-9.5
2024-11-09,22.6
2024-11-10,-1.0
2024-11-11,3.5
2024-11-12,-0.4
2024-11-13,13.0
2024-11-14,10.8
2024-11-15,-9.1
2024-11-16,22.6
2024-11-17,1.0
2024-11-18,-7.7
2024-11-19,-10.7
2024-11-20,16.8
2024-11-21,3.7
2024-11-22,-4.5
2024-11-23,-13.2
2024-11-24,-2.3
2024-11-25,18.0
2024-11-26,23.4
2024-11-27,-2.3
2024-11-28,11.7
2024-11-29,-9.4
2024-11-30,-0.7
2024-12-01,18.4
2024-12-02,19.4
2024-12-03,-1.9
2024-12-04,17.4
2024-12-05,22.3
2024-12-06,7.4
2024-12-07,-9.8
2024-12-08,16.1
2024-12-09,15.5
2024-12-10,0.2
2024-12-11,-5.2
2024-12-12,18.9
2024-12-13,-11.5
2024-12-14,10.9
2024-12-15,16.1
2024-12-16,-11.2
2024-12-17,-6.0
2024-12-18,19.5
2024-12-19,-13.6
2024-12-20,-12.2
2024-12-21,4.2
2024-12-22,8.7
2024-12-23,15.0
2024-12-24,0.2
2024-12-25,21.2
2024-12-26,-12.1
2024-12-27,8.3
2024-12-28,10.1
2024-12-29,-11.5
2024-12-30,-15.0
2024-12-31,-6.7
2025-01-01,-2.4
2025-01-02,-5.3
2025-01-03,10.7
2025-01-04,-6.8
2025-01-05,6.3
2025-01-06,-10.7
2025-01-07,-8.6
2025-01-08,22.2
2025-01-09,9.2
2025-01-10,13.9
2025-01-11,20.3
2025-01-12,22.9
2025-01-13,-2.7
2025-01-14,5.7
2025-01-15,4.6
2025-01-16,-1.1
2025-01-17,19.5
2025-01-18,15.0
2025-01-19,2.5
2025-01-20,-14.2
2025-01-21,16.5
2025-01-22,-6.7
2025-01-23,8.3
2025-01-24,-5.2
2025-01-25,24.3
2025-01-26,14.3
2025-01-27,19.1
2025-01-28,3.9
2025-01-29,-11.0
2025-01-30,14.2
2025-01-31,-8.5
2025-02-01,-11.8
2025-02-02,17.6
2025-02-03,-3.8
2025-02-04,10.2
2025-02-05,-2.9
2025-02-06,-12.8
2025-02-07,-2.3
2025-02-08,9.0
2025-02-09,5.5
2025-02-10,1.1
2025-02-11,-3.3
2025-02-12,19.9
2025-02-13,-10.8
2025-02-14,12.5
2025-02-15,9.3
2025-02-16,13.3
2025-02-17,-10.6
2025-02-18,8.8
2025-02-19,-14.8
2025-02-20,-9.9
2025-02-21,-2.5
2025-02-22,8.5
2025-02-23,-11.4
2025-02-24,20.3
2025-02-25,7.7
2025-02-26,17.3
2025-02-27,17.8
2025-02-28,-2.0
2025-03-01,7.1
2025-03-02,2.5
2025-03-03,9.3
2025-03-04,-5.1
2025-03-05,-8.0
2025-03-06,3.3
2025-03-07,14.7
2025-03-08,-13.0
2025-03-09,24.1
2025-03-10,13.3
2025-03-11,-8.4
2025-03-12,16.2
2025-03-13,-5.3
2025-03-14,7.2
2025-03-15,-3.4
2025-03-16,-8.8
2025-03-17,-9.5
2025-03-18,21.2
2025-03-19,14.0
2025-03-20,24.8
2025-03-21,-12.4
2025-03-22,5.1
2025-03-23,12.4
2025-03-24,4.7
2025-03-25,-11.5
2025-03-26,-6.8
2025-03-27,11.2
2025-03-28,9.0
2025-03-29,-3.6
2025-03-30,6.5
2025-03-31,8.6
2025-04-01,24.6
2025-04-02,24.1
2025-04-03,-11.7
2025-04-04,-4.1
2025-04-05,12.8
2025-04-06,11.2
2025-04-07,4.2
2025-04-08,-5.4
2025-04-09,15.7
2025-04-10,-4.4
2025-04-11,19.6
2025-04-12,11.1
2025-04-13,7.9
2025-04-14,-4.5
2025-04-15,16.4
2025-04-16,24.5
2025-04-17,15.4
2025-04-18,-12.0
2025-04-19,22.8
2025-04-20,-6.7
2025-04-21,-14.0
2025-04-22,-8.0
2025-04-23,11.5
2025-04-24,-2.2
2025-04-25,13.4
2025-04-26,24.6
2025-04-27,13.0
2025-04-28,17.8
2025-04-29,12.6
2025-04-30,-14.3
2025-05-01,4.6
2025-05-02,16.5
2025-05-03,9.3
2025-05-04,2.2
2025-05-05,-10.9
2025-05-06,-13.1
2025-05-07,-10.7
2025-05-08,-13.1
2025-05-09,-3.0
2025-05-10,10.6
2025-05-11,-0.3
2025-05-12,19.8
2025-05-13,-3.2
2025-05-14,23.2
2025-05-15,-3.5
2025-05-16,22.9
2025-05-17,7.2
2025-05-18,-11.9
2025-05-19,15.9
2025-05-20,-14.5
2025-05-21,14.9
2025-05-22,17.0
2025-05-23,-14.2
2025-05-24,13.4
2025-05-25,-11.9
2025-05-26,24.7
2025-05-27,16.6
2025-05-28,1.8
2025-05-29,7.6
2025-05-30,20.0
2025-05-31,17.5
2025-06-01,-6.1
2025-06-02,-9.1
2025-06-03,-4.1
2025-06-04,21.3
2025-06-05,-6.6
2025-06-06,15.8
2025-06-07,5.1
2025-06-08,-12.9
